Está satisfeito com a ferramenta DreamShaper?(Classifique de 1 a 4, sendo 1: Nada satisfeito e 4: Muito Satisfeito);Quais são os seus 3 aspectos preferidos da ferramenta ? Aspecto Visual;Quais são os seus 3 aspectos preferidos da ferramenta ? Navegação na Ferramenta;Quais são os seus 3 aspectos preferidos da ferramenta ? Perguntas;Quais são os seus 3 aspectos preferidos da ferramenta ? Exemplos;Quais são os seus 3 aspectos preferidos da ferramenta ? Vídeos;Quais são os seus 3 aspectos preferidos da ferramenta ? Modelo de negócios;Quais são os seus 3 aspectos preferidos da ferramenta ? Indicações de Interface;Quais são os seus 3 aspectos preferidos da ferramenta ? Mural de equipa;Quais são os seus 3 aspectos preferidos da ferramenta ?  Gestão de equipa;Quais são os seus 3 aspectos preferidos da ferramenta ? Gestão de projectos;Quais são os seus 3 aspectos preferidos da ferramenta ? Outros;E quais são os 3 aspectos que menos gosta? Aspecto visual;E quais são os 3 aspectos que menos gosta? Navegação na ferramenta;E quais são os 3 aspectos que menos gosta? Perguntas;E quais são os 3 aspectos que menos gosta? Exemplos;E quais são os 3 aspectos que menos gosta? Vídeos;E quais são os 3 aspectos que menos gosta? Modelo de negócios;E quais são os 3 aspectos que menos gosta? Indicações de interface;E quais são os 3 aspectos que menos gosta? Mural de equipa;E quais são os 3 aspectos que menos gosta? Gestão de equipa;E quais são os 3 aspectos que menos gosta? Gestão de projectos;E quais são os 3 aspectos que menos gosta? Outros;Quanto aprendeu com a DreamShaper?
4;Aspecto Visual;;Perguntas;Exemplos;;;;;;;;;;;;Vídeos;;Indicações de Interface;;;;Algumas ferramentas não estarem perfeitas para mobile;Bastante
3;;;;Exemplos;;Modelo de negócios;;;;Gestão de projectos;;;Navegação na ferramenta;;;;;Indicações de Interface;Mural de equipa;;;;Bastante
3;;;;Exemplos;Vídeos;Modelo de negócios;;;;;;;;Perguntas;;;;;Mural de equipa;;;Limite na descrição de determinados itens;Alguma coisa
4;;Navegação na ferramenta;Perguntas;Exemplos;Vídeos;;;;;;;;;;;;;;;;;dificuldade de acesso a etapas através de ipad e iphone;Imenso
3;;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;;;;;;Aspeto Visual;;;;;;;Mural de equipa;;;Algumas perguntas são difíceis de responder.;Bastante
4;Aspecto Visual;;Perguntas;;;;;;;;;;Navegação na ferramenta;;;;;Indicações de Interface;Mural de equipa;;;;Bastante
3;;;;Exemplos;Vídeos;Modelo de negócios;;;;;;Aspeto Visual;;Perguntas;;;;Indicações de Interface;;;;;Bastante
3;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;Aspeto Visual;;Perguntas;;;Modelo de negócios;;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;Vídeos;;Indicações de Interface;;;;organização do módulos e sua sequência;;Navegação na ferramenta;;;;;;Mural de equipa;Gestão de equipa;;Navegação: dentro de cada modulo não poder saltar para páginas que não seja a próxima ou anterior, como já tem lá os traços azul que indica quantas páginas tem e qual a ativa, tb podia dar para clicar nos outros e ir logo para a página e não só através dos botões Moral da equipa: podia ser mais interativo permitindo os restantes elementos da equipa indicarem a sua opinião tipo likes... Gestão de equipa: podia permitir enviar  pedidos simples e obter feedback, por exemplo sempre que se termina um modulo que poderia ser revisto por outro elemento de equipa, poder enviar essa indicação a esse elemento para ele olhar para esse assunto em especifico...;Bastante
4;;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;Aspeto Visual;;;;;;Indicações de Interface;Mural de equipa;;;;Bastante
3;;;Perguntas;;Vídeos;Modelo de negócios;;;;;;;Navegação na ferramenta;;Exemplos;;;;;;Gestão de projectos;;Bastante
4;Aspecto Visual;;;;Vídeos;;Indicações de Interface;;;Gestão de projectos;;;Navegação na ferramenta;;;;;Indicações de Interface;Mural de equipa;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;;;;;;;;;;;nada;Bastante
4;;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;;;;Gestão de projectos;;Aspeto Visual;;Perguntas;;;;;;Gestão de equipa;;;Bastante
4;;Navegação na ferramenta;;;;Modelo de negócios;;Mural de equipa;;;;;;Perguntas;Exemplos;;;;;;;Eventualmente por alguma incompatibilidade com o modelo;Bastante
4;;Navegação na ferramenta;;Exemplos;;Modelo de negócios;;;;;;;;;;;;Indicações de Interface;Mural de equipa;;Gestão de projectos;;Imenso
4;;Navegação na ferramenta;;Exemplos;Vídeos;;Indicações de Interface;;;;;Aspeto Visual;;;;;;;;;;;Bastante
3;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;;;;;Gestão de projectos;;;;;;;;Indicações de Interface;Mural de equipa;Gestão de equipa;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;Indicações de Interface;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Não tenho nada que goste menos.;Bastante
4;;Navegação na ferramenta;;;;Modelo de negócios;;;Gestão de equipa;;;Aspeto Visual;;Perguntas;;;;;;;;nao deviam aprofundar tanto;Alguma coisa
4;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;Aspeto Visual;;;;;;;Mural de equipa;Gestão de equipa;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;Perguntas;Exemplos;Vídeos;;;;;;;Alguma coisa
4;;Navegação na ferramenta;;;;Modelo de negócios;;;;;;Aspeto Visual;;;;;;Indicações de Interface;Mural de equipa;;;;Bastante
4;Aspecto Visual;;;Exemplos;Vídeos;;;;;;;;;Perguntas;;;Modelo de negócios;Indicações de Interface;;;;;Imenso
3;;Navegação na ferramenta;Perguntas;Exemplos;Vídeos;Modelo de negócios;Indicações de Interface;Mural de equipa;Gestão de equipa;Gestão de projectos;Forma como colocamos nossas ideias em ordem.;;;;;;;;;;;Gostei de tudo;Bastante
3;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;Indicações de Interface;;;;;;;Perguntas;;;Modelo de negócios;;;;;Nao ter acesso ao questionário seguinte sem responder ao actual;Alguma coisa
3;Aspecto Visual;Navegação na ferramenta;;;;;;Mural de equipa;;Gestão de projectos;;;;;Exemplos;;;Indicações de Interface;;Gestão de equipa;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;;Indicações de Interface;;Gestão de equipa;Gestão de projectos;;;;Perguntas;;;Modelo de negócios;;;;;texto;Imenso
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;Perguntas;;;;Indicações de Interface;;Gestão de equipa;;;Bastante
4;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;Aspeto Visual;;;Exemplos;;;Indicações de Interface;;;;;Alguma coisa
2;Aspecto Visual;;;;;;;;;;;;Navegação na ferramenta;;;;;Indicações de Interface;;;;Pouco completa;Alguma coisa
4;;;Perguntas;;;Modelo de negócios;;;;Gestão de projectos;;;;;;;;Indicações de Interface;Mural de equipa;Gestão de equipa;;;Bastante
4;;Navegação na ferramenta;;;Vídeos;Modelo de negócios;Indicações de Interface;;;Gestão de projectos;;Aspeto Visual;;;Exemplos;;;;Mural de equipa;;;;Imenso
2;;Navegação na ferramenta;Perguntas;Exemplos;;Modelo de negócios;;;;;;;;;;;;Indicações de Interface;;;Gestão de projectos;;Alguma coisa
4;;;;Exemplos;;Modelo de negócios;;;;Gestão de projectos;;Aspeto Visual;Navegação na ferramenta;;;;;;;;;Nada a referir;Bastante
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;;;;;;;;Perguntas;;;;Indicações de Interface;;Gestão de equipa;;;Bastante
4;;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;Exemplos;;;Indicações de Interface;;;;Fraco ao nível de suporte e de comunicação com os candidatos;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;Exemplos;Vídeos;Modelo de negócios;;;;;;Imenso
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;Indicações de Interface;;;Gestão de projectos;;;;;Exemplos;;Modelo de negócios;;;Gestão de equipa;;;Bastante
4;;;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;Navegação na ferramenta;;Exemplos;;;;Mural de equipa;;;;Bastante
3;;Navegação na ferramenta;;;;;;;;;;;;Perguntas;;;;;Mural de equipa;Gestão de equipa;;;Pouco
4;Aspecto Visual;Navegação na ferramenta;Perguntas;;Vídeos;Modelo de negócios;;Mural de equipa;Gestão de equipa;;;;;;Exemplos;;;Indicações de Interface;;;Gestão de projectos;;Imenso
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;;;;;;;;;Não tive nenhum aspecto que não tivesse gostado!;Bastante
4;;Navegação na ferramenta;;;Vídeos;;;;;;;;;Perguntas;;;;;Mural de equipa;Gestão de equipa;;;Alguma coisa
3;;;;;;Modelo de negócios;;;;Gestão de projectos;;;Navegação na ferramenta;Perguntas;;;;Indicações de Interface;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;Gestão de equipa;Gestão de projectos;;;;;;;;;;;;Ás vezes página bloqueava;Imenso
4;Aspecto Visual;;Perguntas;;;Modelo de negócios;;;;;;;;;Exemplos;;;Indicações de Interface;Mural de equipa;;;;Bastante
4;;;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;Aspeto Visual;Navegação na ferramenta;;Exemplos;;;;;;;;Bastante
3;Aspecto Visual;Navegação na ferramenta;;;Vídeos;Modelo de negócios;Indicações de Interface;Mural de equipa;Gestão de equipa;Gestão de projectos;;;;Perguntas;Exemplos;;;;;;;;Bastante
4;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;Gestão de projectos;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;;Modelo de negócios;;;Gestão de equipa;Gestão de projectos;;;;Perguntas;Exemplos;Vídeos;;;;;;;Imenso
3;;;;;;Modelo de negócios;;;;Gestão de projectos;;;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;Exemplos;Vídeos;;;;;;;Imenso
4;;Navegação na ferramenta;Perguntas;;;;Indicações de Interface;;;;;;;;;;;;Mural de equipa;Gestão de equipa;Gestão de projectos;;Alguma coisa
4;;Navegação na ferramenta;;Exemplos;;Modelo de negócios;Indicações de Interface;;;;;;;;;;;;;Gestão de equipa;;;Bastante
3;Aspecto Visual;Navegação na ferramenta;Perguntas;;;;;;;Gestão de projectos;;;;;Exemplos;;;Indicações de Interface;Mural de equipa;;;;Imenso
3;;;;;Vídeos;;;;;;;;;Perguntas;Exemplos;;;;;;;O facto das questões terem de ser tão padronizadas acabam por atrapalhar quando os projectos não estão bem enquadrados;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;;;;;;;;;;;;;;na verdade, são todos bem conseguidos;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;;;;;;;;;;;;Vídeos;;;;;;;Alguma coisa
4;;;Perguntas;;;Modelo de negócios;Indicações de Interface;;;;;;Navegação na ferramenta;;;Vídeos;;;;;;;Imenso
4;Aspecto Visual;;;Exemplos;;;;;;;;;;Perguntas;;;;;;;;;Pouco
4;;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;;;;;;Aspeto Visual;;Perguntas;;;;;Mural de equipa;;;;Bastante
3;Aspecto Visual;;;;;;Indicações de Interface;;;Gestão de projectos;;;;Perguntas;Exemplos;Vídeos;;;;;;;Bastante
4;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;;Navegação na ferramenta;;;;;Indicações de Interface;;;;Falhas no carregamento de ficheiros;Imenso
4;;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;Gestão de equipa;;;Aspeto Visual;;;;;;Indicações de Interface;;;Gestão de projectos;apresentação do posicionamento (desadequada para a hotelaria);Imenso
4;Aspecto Visual;;Perguntas;;Vídeos;;;;;;;;;;Exemplos;;;Indicações de Interface;;;Gestão de projectos;;Imenso
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;;;;;;;;Perguntas;;;;Indicações de Interface;Mural de equipa;;;;Bastante
4;;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;;;;;;Aspeto Visual;;;;;;Indicações de Interface;;;Gestão de projectos;;Bastante
4;;Navegação na ferramenta;;Exemplos;;;;;Gestão de equipa;Gestão de projectos;;Aspeto Visual;;Perguntas;;;;Indicações de Interface;;;;;Imenso
4;;Navegação na ferramenta;;;;Modelo de negócios;Indicações de Interface;;;;;;;;;;;;;;;obrigado por tudo;Imenso
4;;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;;;Gestão de equipa;;;;;;;;;;;;;Nada em especial;Bastante
3;;;Perguntas;;Vídeos;;;;;Gestão de projectos;;;Navegação na ferramenta;;;;;Indicações de Interface;Mural de equipa;;;;Bastante
4;;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;Vídeos;;;;;;"O glossário de termos é limitado; limite de caracteres por vezes insuficiente";Bastante
3;Aspecto Visual;;;Exemplos;Vídeos;;;;;;;;;;;;;Indicações de Interface;;Gestão de equipa;Gestão de projectos;;Bastante
3;;;;;;;;;;Gestão de projectos;;Aspeto Visual;Navegação na ferramenta;;;Vídeos;;;;;;;Alguma coisa
3;Aspecto Visual;;;;Vídeos;;Indicações de Interface;;;;;;;;;;;;;;;nada a assinalar;Alguma coisa
3;Aspecto Visual;;;Exemplos;;;Indicações de Interface;;;;;;Navegação na ferramenta;;;;;;;;;;Bastante
4;;;Perguntas;;;Modelo de negócios;Indicações de Interface;;;;;;Navegação na ferramenta;;Exemplos;;;;Mural de equipa;;;;Bastante
3;Aspecto Visual;;Perguntas;Exemplos;Vídeos;;;;;;;;Navegação na ferramenta;;;;;Indicações de Interface;Mural de equipa;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;Vídeos;Modelo de negócios;Indicações de Interface;Mural de equipa;Gestão de equipa;Gestão de projectos;Fantástica plataforma!!! Adorei!;;;;;;;;;;;Nada.;Imenso
4;Aspecto Visual;;Perguntas;;;;;;;Gestão de projectos;;;;;Exemplos;Vídeos;;Indicações de Interface;;;;;Bastante
4;Aspecto Visual;;;Exemplos;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;;Perguntas;;;;;Mural de equipa;Gestão de equipa;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;;;Indicações de Interface;;;;;;Navegação na ferramenta;Perguntas;;;;;;;Gestão de projectos;;Bastante
4;;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;;;;Gestão de projectos;;Aspeto Visual;;;;;;Indicações de Interface;;;;Na verdade nada a apontar;Imenso
4;;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;;;Mural de equipa;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;;Modelo de negócios;Indicações de Interface;;;Gestão de projectos;;;;;;Vídeos;;;;Gestão de equipa;;;Bastante
3;;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;;;;;;Modelo de negócios;;;;;;Alguma coisa
3;Aspecto Visual;;;Exemplos;Vídeos;;;;;Gestão de projectos;;;;Perguntas;;;Modelo de negócios;;;;;Algumas perguntas não se adequam a quem quer desenvolver algo que já existe, estão mais direccionadas para quem está a iniciar uma ideia e não para quem quer crescer.;Alguma coisa
3;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;Indicações de Interface;;;;;;;;Exemplos;;Modelo de negócios;;;;;;Alguma coisa
3;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;Aspeto Visual;;Perguntas;;;;Indicações de Interface;;;;;Alguma coisa
4;;;;Exemplos;Vídeos;Modelo de negócios;;;;;;Aspeto Visual;;;;;;Indicações de Interface;;;;alguns pontos não estão vocacionados para ONG;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;;;;;;Perguntas;Exemplos;;;Indicações de Interface;;;;;Bastante
3;;Navegação na ferramenta;;;;;;;;;;;;;Exemplos;Vídeos;;Indicações de Interface;;;;;Alguma coisa
4;Aspecto Visual;;Perguntas;Exemplos;Vídeos;Modelo de negócios;;;;;;;;;;;;;;;;nenhum;Imenso
4;;Navegação na ferramenta;;;Vídeos;;;;;;;;;;;;;;;;;Nenhum;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;;;Gestão de equipa;Gestão de projectos;;;;;Exemplos;Vídeos;;Indicações de Interface;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;Mural de equipa;;;;;;Perguntas;;;;;;;;;Imenso
2;Aspecto Visual;;Perguntas;Exemplos;;;;;;;;;Navegação na ferramenta;;;Vídeos;;Indicações de Interface;;;;;Alguma coisa
4;;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;;;;;;Perguntas;;;;;;;;;Bastante
3;Aspecto Visual;;;Exemplos;Vídeos;;;;;;;;;Perguntas;;;;;;;;;Imenso
1;Aspecto Visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;Perguntas;;;;;;;;;Nada
3;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;Perguntas;;Vídeos;;Indicações de Interface;;;;;Bastante
;;;;;;;;;;;;;;;;;;;;;;;
3;;;Perguntas;;;Modelo de negócios;;;;;;;Navegação na ferramenta;;;;;Indicações de Interface;;;;limite de caracteres;Alguma coisa
4;Aspecto Visual;;Perguntas;;Vídeos;;Indicações de Interface;;;;;;;;;;;;;;;nenhum;Bastante
4;;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;;;;;;;;;;Não consigo indicar até agora nenhum aspecto de que não goste;Alguma coisa
4;Aspecto Visual;;;Exemplos;;;;Mural de equipa;;;;;;Perguntas;Exemplos;Vídeos;;;;;;;Bastante
4;Aspecto Visual;;Perguntas;Exemplos;;;;;;;;;;Perguntas;;;;Indicações de Interface;Mural de equipa;;;;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;;;Perguntas;;;;;;;;;Bastante
4;;Navegação na ferramenta;;Exemplos;;Modelo de negócios;Indicações de Interface;;;Gestão de projectos;;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;Bastante
4;Aspecto Visual;;Perguntas;;;Modelo de negócios;Indicações de Interface;;;Gestão de projectos;;;Navegação na ferramenta;;;Vídeos;;;;;;;Bastante
3;Aspecto Visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;;;;;;Não poder ter vários projectos abertos em simultâneo, Visualização do que foi criado, Preenchimento de algumas questões não está prática;Alguma coisa
3;;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;Vídeos;;;;Gestão de equipa;Gestão de projectos;;Alguma coisa
3;Aspecto Visual;Navegação na ferramenta;;;;;;;;;Gestão da plataforma;;;Perguntas;;Vídeos;;;;;;Poderia ter um live chat box;Alguma coisa
3;;Navegação na ferramenta;;;;;;;;;;;;;;;;;;;;Até o presente momento não foi perguntado ou sugerido onde seria implantado o projeto, já que se trata de um nixo de mercado, é relevante para minha pesquisa de campo entre outros fatores de segmentação de mercado e foco no resultado.;Alguma coisa
3;;Navegação na ferramenta;;;;;;;;;;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;Bastante
4;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;Aspeto Visual;Navegação na ferramenta;;;;;Indicações de Interface;;;;;Bastante
4;Aspecto Visual;;Perguntas;;Vídeos;;Indicações de Interface;;;Gestão de projectos;;;Navegação na ferramenta;;Exemplos;;;;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;Vídeos;Modelo de negócios;;;Gestão de equipa;Gestão de projectos;;;;;;;Modelo de negócios;Indicações de Interface;Mural de equipa;;;;Bastante
4;;;Perguntas;Exemplos;;;Indicações de Interface;;;;;;;;;Vídeos;;;Mural de equipa;Gestão de equipa;;;Bastante
2;Aspecto Visual;;;;;;;;;;;;;Perguntas;;;;;;Gestão de equipa;Gestão de projectos;;Pouco
4;Aspecto Visual;;Perguntas;;Vídeos;;;;;;;;;;Exemplos;;;Indicações de Interface;Mural de equipa;;;;Bastante
4;Aspecto Visual;;;;Vídeos;;;;;;;;;;;;;;;;;NÃO ENCONTREI PONTOS NEGATIVOS;Bastante
3;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;De fácil utilização e não se ia abaixo por mais tempo que eu demorasse a responder.;;;;;;;Indicações de Interface;Mural de equipa;;;3 aspetos é muito, o número devia ser livre como na pergunta anterior. Escolhi estas 3 por ter de escolher 3.;Bastante
4;Aspecto Visual;;;Exemplos;;Modelo de negócios;;;;;;;;;;;;Indicações de Interface;;Gestão de equipa;Gestão de projectos;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;Indicações de Interface;;;Gestão de projectos;;;;;Exemplos;;;;Mural de equipa;Gestão de equipa;;;Imenso
4;;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;;;;;;;;;;;;Indicações de Interface;Mural de equipa;Gestão de equipa;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;;Modelo de negócios;Indicações de Interface;;Gestão de equipa;Gestão de projectos;;;;;;Vídeos;;;;;;;Bastante
4;;Navegação na ferramenta;;;Vídeos;;Indicações de Interface;;;;;;Navegação na ferramenta;;;;;;;;;;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;Exemplos;Vídeos;;;Mural de equipa;;;;Alguma coisa
3;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;Perguntas;Exemplos;Vídeos;;;;;;;Alguma coisa
3;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;;;;;Gestão de projectos;;;;Perguntas;;;;;;;;;Bastante
4;Aspecto Visual;;Perguntas;;;Modelo de negócios;;;;;;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;Bastante
3;Aspecto Visual;;Perguntas;;Vídeos;;;;;;;;Navegação na ferramenta;;Exemplos;;;Indicações de Interface;;;;;Bastante
4;;;;;;Modelo de negócios;;;;;User Friendly;;;Perguntas;;;;Indicações de Interface;;;Gestão de projectos;;Bastante
4;;Navegação na ferramenta;Perguntas;Exemplos;;Modelo de negócios;Indicações de Interface;;;;;;;;;Vídeos;;;;Gestão de equipa;Gestão de projectos;;Bastante
3;Aspecto Visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;;;;;Mural de equipa;;;;Alguma coisa
3;;Navegação na ferramenta;;;Vídeos;;Indicações de Interface;;;;;Aspeto Visual;;Perguntas;Exemplos;;;;;;;;Alguma coisa
4;Aspecto Visual;;;;;;;;Gestão de equipa;;;;;;;;;;;;;não tem nada em particular;Bastante
4;Aspecto Visual;;Perguntas;Exemplos;;Modelo de negócios;;Mural de equipa;;;;;Navegação na ferramenta;;;;;Indicações de Interface;;Gestão de equipa;;;Bastante
4;Aspecto Visual;;;;Vídeos;;Indicações de Interface;Mural de equipa;Gestão de equipa;;;;;Perguntas;;;;;;;Gestão de projectos;Acesssibilidade a respostas anteriores;Bastante
3;;;;Exemplos;Vídeos;;;;;;;;Navegação na ferramenta;Perguntas;;;;;;;;;Alguma coisa
4;;Navegação na ferramenta;;;;Modelo de negócios;Indicações de Interface;;;;;;;Perguntas;Exemplos;Vídeos;;;;;;;Alguma coisa
3;;;Perguntas;Exemplos;;;;;;Gestão de projectos;;;;;;;;;Mural de equipa;;;Simulacao de valores;Bastante
4;Aspecto Visual;;Perguntas;;;;;;;;;;;;Exemplos;;;Indicações de Interface;Mural de equipa;;;;Pouco
3;;Navegação na ferramenta;;;;Modelo de negócios;Indicações de Interface;;;;;Aspeto Visual;;;;Vídeos;;Indicações de Interface;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;Facilidade/pertinência do encadeamento do modelo;;;Perguntas;;;;Indicações de Interface;;;;Espaços limitados, dificultando a plena apresentação ideias;Bastante
2;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;;Perguntas;Exemplos;;;;;;;;Bastante
4;;Navegação na ferramenta;;;;;;;;;facilidade de utilização;;;;;;;;;;;nenhum;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;;;;;;Perguntas;;;;Indicações de Interface;;;;Algumas perguntas não são claramente elucidativas;Alguma coisa
4;;;;Exemplos;Vídeos;;;;;;É muito intuitivo e o facto de estar separado por módulos facilita o preenchimento;;;;;;;;;;;O formulário está bastante longo.;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;;;;Vídeos;;;Mural de equipa;Gestão de equipa;;;Imenso
4;Aspecto Visual;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;Gestão de projectos;;;;;Exemplos;Vídeos;;Indicações de Interface;;;;;Bastante
4;;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;;;;Aspeto Visual;;;Exemplos;;;;;;;Muito dificil escolher pontos que menos gosto a algo que me ajudou tanto;Bastante
2;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;Indicações de Interface;;;Gestão de projectos;;;;Perguntas;;;Modelo de negócios;;;;;most questions are not relevant to my project it shows lack of knowledge   .;Pouco
3;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;Exemplos;;;;;Gestão de equipa;Gestão de projectos;;Bastante
3;;;;;;Modelo de negócios;;;Gestão de equipa;Gestão de projectos;;Aspeto Visual;;Perguntas;Exemplos;;;;;;;;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;Perguntas;;;;;;Gestão de equipa;Gestão de projectos;;Imenso
4;Aspecto Visual;Navegação na ferramenta;Perguntas;;;;;;;;;;Navegação na ferramenta;;Exemplos;;;Indicações de Interface;;;;;Bastante
4;;Navegação na ferramenta;;;;Modelo de negócios;Indicações de Interface;;;;;Aspeto Visual;;Perguntas;;;;;;;Gestão de projectos;;Alguma coisa
4;;Navegação na ferramenta;Perguntas;;;;;;;Gestão de projectos;objetividade;;;;;;;;;;;longo;Bastante
3;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;;;;;;;Indicações de Interface;;Gestão de equipa;Gestão de projectos;;Alguma coisa
3;Aspecto Visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;;Indicações de Interface;;;;Perguntas onde fico com duvidas sobre as mesmas.Pergutnas com a limitação de espaço.;Imenso
3;Aspecto Visual;;;;;Modelo de negócios;;;Gestão de equipa;;;;;;Exemplos;;;Indicações de Interface;Mural de equipa;;;;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;Vídeos;;;;;;;;;;;;;;;;;Terminologia inadequada;Bastante
;;;;;;;;;;;;;;;;;;;;;;;
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;Perguntas;;;Modelo de negócios;;;;;;Bastante
4;;;;Exemplos;;Modelo de negócios;Indicações de Interface;;;;;;Navegação na ferramenta;;Exemplos;;;Indicações de Interface;;;;;Alguma coisa
